model,fpr,tpr
Logistic Regression,0.026086364255551015,0.5063342868818962
Logistic Regression,0.02612041956136766,0.5075602778912954
Logistic Regression,0.0262225854788176,0.5091949325704945
Logistic Regression,0.02634177904917586,0.510012259910094
Logistic Regression,0.026529083231167417,0.5112382509194933
Logistic Regression,0.026546110884075737,0.5124642419288925
Logistic Regression,0.026580166189892385,0.5136902329382917
Logistic Regression,0.026682332107342326,0.5140988966080915
Logistic Regression,0.02683558098351723,0.5149162239476911
Logistic Regression,0.026886663942242203,0.5161422149570903
Logistic Regression,0.027022885165508787,0.5169595422966898
Logistic Regression,0.027142078735867048,0.5173682059664896
Logistic Regression,0.027414521182400217,0.5185941969758888
Logistic Regression,0.02748263179403351,0.5198201879852881
Logistic Regression,0.027721018934750034,0.5214548426644872
Logistic Regression,0.028214820869091405,0.5218635063342869
Logistic Regression,0.028402125051082958,0.5230894973436861
Logistic Regression,0.02841915270399128,0.5247241520228851
Logistic Regression,0.028606456885982835,0.5259501430322844
Logistic Regression,0.02869159515052445,0.526767470371884
Logistic Regression,0.028776733415066067,0.5275847977114835
Logistic Regression,0.028827816373791035,0.5288107887208827
Logistic Regression,0.02918539708486582,0.5296281160604822
Logistic Regression,0.029491894837215638,0.5304454434000817
Logistic Regression,0.029525950143032286,0.5312627707396812
Logistic Regression,0.0296110884075739,0.5320800980792808
Logistic Regression,0.029645143713390547,0.5337147527584798
Logistic Regression,0.029747309630840484,0.5341234164282795
Logistic Regression,0.029815420242473776,0.5353494074376788
Logistic Regression,0.03015597330064024,0.5361667347772783
Logistic Regression,0.0302751668709985,0.5369840621168778
Logistic Regression,0.030394360441356762,0.5373927257866775
Logistic Regression,0.03059869227625664,0.5382100531262771
Logistic Regression,0.03064977523498161,0.5390273804658766
Logistic Regression,0.030768968805339872,0.5398447078054761
Logistic Regression,0.030888162375698133,0.5402533714752759
Logistic Regression,0.031109521863506333,0.5414793624846751
Logistic Regression,0.031160604822231305,0.5427053534940743
Logistic Regression,0.03146710257458112,0.5435226808336738
Logistic Regression,0.03163737910366435,0.5439313445034737
Logistic Regression,0.031722517368205964,0.5447486718430732
